neighbor_backend,neighbor_k,effective_neighbor_count,edge_keep_rate,neighbor_similarity_mean,neighbor_similarity_std,mutual_ratio,snn_mean,snn_std,consensus_mean,consensus_std,fallback_rate,fallback_cell_rate,hubness_mean,hubness_max,hubness_p95,knn_pca_dim,bad_edge_ratio_requested,bad_edge_ratio_observed,same_label_edge_ratio,same_label_edge_ratio_weighted,minority_class_neighbor_purity,dataset,seed,method,pseudo_branch_activation_rate,edge_keep_rate_observed,effective_neighbor_count_sampled,perturbation_norm_mean,perturbation_norm_std,perturbation_norm_p95,alpha_mean_observed,beta_mean_observed,beta_mode,beta_fixed,beta_max,beta_target_mean,beta_std,beta_p,target_mode,noise_mode,oracle_neighbor,label_leakage_diagnostic,stage,variant,run_dir,snn_zero_row_fallback_rate
pca_cosine_knn,5,4.992573261260986,1.0,0.9250876903533936,0.0551818795502185,0.2979110873058382,0.1052853986620903,0.1226002499461174,1.0,0.0,0.0,0.0,5.0,58.0,15.0,50.0,0.0,0.0,0.962542403142296,0.9627015590667723,0.9294465978940328,Macosko,0,gaussian_noise_matched_anchor_target,1.0,1.0,3.995784615708844,1.296136754027435,1.083715601512364,2.56110626330546,0.9499939050163542,0.0500060937694673,truncated_normal,0.0999999999999999,0.1,0.05,0.02,0.5,anchor,gaussian_matched,none,False,full,gaussian_noise_matched_anchor_target,results/experiments/neighbormix_beta_mechanism_20260617/full/Macosko/gaussian_noise_matched_anchor_target/seed0,
pca_cosine_knn,5,4.992573261260986,1.0,0.9250876903533936,0.0551818795502185,0.2979110873058382,0.1052853986620903,0.1226002499461174,1.0,0.0,0.0,0.0,5.0,58.0,15.0,50.0,0.0,0.0,0.962542403142296,0.9627015590667723,0.9294465978940328,Macosko,1,gaussian_noise_matched_anchor_target,1.0,1.0,3.995784610354778,1.2957442426681518,1.0823369934558869,2.557172879917281,0.950002961273704,0.0499970377489392,truncated_normal,0.0999999999999999,0.1,0.05,0.02,0.5,anchor,gaussian_matched,none,False,full,gaussian_noise_matched_anchor_target,results/experiments/neighbormix_beta_mechanism_20260617/full/Macosko/gaussian_noise_matched_anchor_target/seed1,
pca_cosine_knn,5,4.992573261260986,1.0,0.9250876903533936,0.0551818795502185,0.2979110873058382,0.1052853986620903,0.1226002499461174,1.0,0.0,0.0,0.0,5.0,58.0,15.0,50.0,0.0,0.0,0.962542403142296,0.9627015590667723,0.9294465978940328,Macosko,2,gaussian_noise_matched_anchor_target,1.0,1.0,3.9957858602085694,1.2954387428590228,1.07963291633342,2.558111177367824,0.9500000007408004,0.0499999983193618,truncated_normal,0.0999999999999999,0.1,0.05,0.02,0.5,anchor,gaussian_matched,none,False,full,gaussian_noise_matched_anchor_target,results/experiments/neighbormix_beta_mechanism_20260617/full/Macosko/gaussian_noise_matched_anchor_target/seed2,
global_random_excluding_self,5,5.000000476837158,1.0,0.0837182030081749,0.3614538908004761,0.0001249776825566,5.901724216528237e-05,0.0025600760709494,0.0,0.0,0.0,0.0,5.0,18.0,9.0,50.0,0.0,0.0,0.4641447955722192,0.4641447365283966,0.0009950246506681,Macosko,0,global_random_neighbor_control,1.0,1.0,4.000000015237228,3.147577654549054,1.9654655880246843,6.029423217943737,0.8999998569488525,0.1000000163912773,fixed,0.0999999999999999,0.0999999999999999,0.05,0.02,0.5,anchor,local_mix,none,False,full,global_random_neighbor_control,results/experiments/neighbormix_beta_mechanism_20260617/full/Macosko/global_random_neighbor_control/seed0,
global_random_excluding_self,5,5.000000476837158,1.0,0.0839407444000244,0.3621217310428619,0.0001785395465095,4.810648897546344e-05,0.0023114604409784,0.0,0.0,0.0,0.0,5.0,17.0,9.0,50.0,0.0,0.0,0.4637163006605963,0.4637162387371063,0.0020532255681852,Macosko,1,global_random_neighbor_control,1.0,1.0,4.000000015237228,3.1495440949542184,1.972279711237976,6.044452367850712,0.8999998569488525,0.1000000163912773,fixed,0.0999999999999999,0.0999999999999999,0.05,0.02,0.5,anchor,local_mix,none,False,full,global_random_neighbor_control,results/experiments/neighbormix_beta_mechanism_20260617/full/Macosko/global_random_neighbor_control/seed1,
global_random_excluding_self,5,5.000000476837158,1.0,0.0828077346086502,0.3619174659252167,0.0001071237279057,4.413894566823728e-05,0.0022141316439956,0.0,0.0,0.0,0.0,5.0,17.0,9.0,50.0,0.0,0.0,0.4639082306730941,0.4639081656932831,0.0009950246506681,Macosko,2,global_random_neighbor_control,1.0,1.0,4.000000015237228,3.152083790114948,1.9752982588027208,6.058671014411109,0.8999998569488525,0.1000000163912773,fixed,0.0999999999999999,0.0999999999999999,0.05,0.02,0.5,anchor,local_mix,none,False,full,global_random_neighbor_control,results/experiments/neighbormix_beta_mechanism_20260617/full/Macosko/global_random_neighbor_control/seed2,
none,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Macosko,0,nm_scmae_nomix,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,fixed,0.0999999999999999,0.0999999999999999,0.05,0.02,0.5,anchor,local_mix,none,False,full,nm_scmae_nomix,results/experiments/neighbormix_beta_mechanism_20260617/full/Macosko/nm_scmae_nomix/seed0,
none,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Macosko,1,nm_scmae_nomix,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,fixed,0.0999999999999999,0.0999999999999999,0.05,0.02,0.5,anchor,local_mix,none,False,full,nm_scmae_nomix,results/experiments/neighbormix_beta_mechanism_20260617/full/Macosko/nm_scmae_nomix/seed1,
none,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,Macosko,2,nm_scmae_nomix,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,fixed,0.0999999999999999,0.0999999999999999,0.05,0.02,0.5,anchor,local_mix,none,False,full,nm_scmae_nomix,results/experiments/neighbormix_beta_mechanism_20260617/full/Macosko/nm_scmae_nomix/seed2,
pca_cosine_knn,5,4.992573261260986,1.0,0.9250876903533936,0.0551818795502185,0.2979110873058382,0.1052853986620903,0.1226002499461174,1.0,0.0,0.0,0.0,5.0,58.0,15.0,50.0,0.0,0.0,0.962542403142296,0.9627015590667723,0.9294465978940328,Macosko,0,random_beta_uniform_0.1,1.0,1.0,3.995780355095541,1.295716045481818,1.2662173527096,2.779886362331254,0.950003647702081,0.0499963524591709,uniform,0.0999999999999999,0.1,0.05,0.02,0.5,anchor,local_mix,none,False,full,random_beta_uniform_0.1,results/experiments/neighbormix_beta_mechanism_20260617/full/Macosko/random_beta_uniform_0.1/seed0,
