dataset,seed,variant,source_variant,graph_enabled,prob_graph_gain,ari,nmi,acc,q_total
Melanoma_5K,3407,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.8005507991803078,0.47500670580741206,0.6221065145069817,0.6038112120540661,0.747775041920894
Pollen,42,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.8045093624416482,0.8700415764190499,0.8955787312019604,0.8571428571428571,0.7748868958396794
Pollen,3047,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.8029490788785921,0.7753551137203126,0.8652777043391131,0.7774086378737541,0.759589324492979
Pollen,3407,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.8032228171925384,0.7564323599073581,0.8711736477246441,0.7906976744186046,0.76220838923591
Quake_10x_Spleen,42,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.8002478405273247,0.7326574771940283,0.6667404495448577,0.9163525963149078,0.7466938852100853
Quake_10x_Spleen,3047,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.798940590568382,0.8493635212077368,0.7750838208006982,0.9539363484087102,0.7313700144493637
Quake_10x_Spleen,3407,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.8002193793421989,0.6365126071078092,0.5806326107380767,0.894891122278057,0.7492401445138424
Quake_Smart-seq2_Lung,42,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.8055182232186965,0.6839688183964758,0.7432894297238285,0.6789976133651552,0.7945104608536903
Quake_Smart-seq2_Lung,3047,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.8055456504020218,0.6891986531070012,0.7497453626282528,0.6789976133651552,0.7944221526920506
Quake_Smart-seq2_Lung,3407,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.8056318741294543,0.686812709756784,0.7481178014163763,0.6784009546539379,0.7960698611083203
Tosches,42,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.8296248321555518,0.6022994684334384,0.6597373576644254,0.655968709815688,0.7066102632165402
Tosches,3047,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.8298849859373756,0.6008693261792651,0.6609277359396305,0.6553793399057009,0.707641586846846
Tosches,3407,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.8297967704614103,0.535781983189506,0.676911259593729,0.6445563651950279,0.710432277412039
Wang,42,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.8300915196623038,0.9694165426212082,0.9240608670102626,0.9930664985817838,0.6984532276258257
Wang,3047,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.8301035662490014,-0.02328777151779158,0.011539246055237384,0.7616346254858704,0.6984468781109772
Wang,3407,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.830082468343399,0.966183945674643,0.9175930143850526,0.9923311272192458,0.6982508803328891
Young,42,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.7987160904753731,0.49032787271298484,0.6850848509387736,0.6689533861037819,0.7270139894214507
Young,3047,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.8004327785794623,0.5454235744543454,0.7029781005487384,0.6988566402814423,0.7405882995351125
Young,3407,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.7983804293326296,0.5028722053281717,0.6910013882493993,0.6772207563764292,0.7237944865693422
worm_neuron_cell,42,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.8050462880207103,0.15526647465850382,0.4534249208286463,0.5076445293836598,0.7947103766478677
worm_neuron_cell,3047,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.8059643373907257,0.20205556350670725,0.5047139144582169,0.5597228858098423,0.792601930473031
worm_neuron_cell,3407,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.8044154436724303,0.2108724407998285,0.5162437408941999,0.5661729574773053,0.7863487796814226
