stage,method,dataset,seed,acc,nmi,ari,f1_macro,baseline_nmi,baseline_ari,meets_baseline_any,collapse_warning,embedding_variance,neighbor_purity_proxy,mixed_cell_fraction,run_dir
screen,rank44_molebert_context_token_full,Melanoma_5K,42,0.4695324617770884,0.5396243176154097,0.36498656202327584,0.34186165867811447,0.735414,0.668029,False,False,3.304330348968506,0.8564591181032573,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank44_molebert_context_token_full/Melanoma_5K/seed42
screen,rank44_molebert_context_token_full,Quake_10x_Spleen,42,0.41384003350083753,0.39410680310009744,0.1871518180314625,0.3281104077484566,0.85173,0.922275,False,False,3.122425079345703,0.982642378559464,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank44_molebert_context_token_full/Quake_10x_Spleen/seed42
smoke,rank45_saint_rowcol_attention_full,Melanoma_5K,42,0.6113450033237314,0.6231112141211975,0.4920090154926913,0.48103145703007866,0.735414,0.668029,False,False,0.439753919839859,0.8217372036339464,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_smoke/rank45_saint_rowcol_attention_full/Melanoma_5K/seed42
screen,rank45_saint_rowcol_attention_full,Melanoma_5K,42,0.5743407932639043,0.6513813600205597,0.5082009784033377,0.412088233114859,0.735414,0.668029,False,False,0.9730474948883057,0.8750055395524041,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank45_saint_rowcol_attention_full/Melanoma_5K/seed42
screen,rank45_saint_rowcol_attention_full,Quake_10x_Spleen,42,0.701214405360134,0.6170028493417016,0.4921389043585297,0.5952467977962101,0.85173,0.922275,False,False,0.7781087160110474,0.9895938023450587,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank45_saint_rowcol_attention_full/Quake_10x_Spleen/seed42
smoke,rank47_self_guided_mask_token_full,Melanoma_5K,42,0.5922889430534013,0.5807981182428409,0.4376121322985777,0.47598869196853066,0.735414,0.668029,False,False,0.24737577140331268,0.7827830711278528,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_smoke/rank47_self_guided_mask_token_full/Melanoma_5K/seed42
screen,rank47_self_guided_mask_token_full,Melanoma_5K,42,0.6399290937292267,0.681607758241799,0.5628031938112878,0.5169847019466095,0.735414,0.668029,False,False,0.8482491970062256,0.8862397518280523,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank47_self_guided_mask_token_full/Melanoma_5K/seed42
screen,rank47_self_guided_mask_token_full,Quake_10x_Spleen,42,0.7816164154103853,0.6780402885549605,0.5526148654011688,0.721915624919869,0.85173,0.922275,False,False,0.6573996543884277,0.9866729480737019,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank47_self_guided_mask_token_full/Quake_10x_Spleen/seed42
smoke,rank48_mae_asymmetric_decoder_full,Melanoma_5K,42,0.49390649235541767,0.5812925049775802,0.42531107525634054,0.3845251962162269,0.735414,0.668029,False,False,0.0629616528749466,0.7916685131841347,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_smoke/rank48_mae_asymmetric_decoder_full/Melanoma_5K/seed42
screen,rank48_mae_asymmetric_decoder_full,Melanoma_5K,42,0.667848437846222,0.6825742419273079,0.5935138485539736,0.520737082830131,0.735414,0.668029,False,False,0.8265924453735352,0.8821183248393529,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank48_mae_asymmetric_decoder_full/Melanoma_5K/seed42
screen,rank48_mae_asymmetric_decoder_full,Quake_10x_Spleen,42,0.6834170854271356,0.6122454347084038,0.4681820391943341,0.6109592392730577,0.85173,0.922275,False,False,1.032525897026062,0.9862018425460637,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank48_mae_asymmetric_decoder_full/Quake_10x_Spleen/seed42
smoke,rank49_amp_drl_mask_policy_full,Melanoma_5K,42,0.5929536893419012,0.5768371512523984,0.44850152234789514,0.4755587748735558,0.735414,0.668029,False,False,0.016227826476097107,0.7702193662752049,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_smoke/rank49_amp_drl_mask_policy_full/Melanoma_5K/seed42
screen,rank49_amp_drl_mask_policy_full,Melanoma_5K,42,0.6718369155772214,0.6395402898292366,0.5217684545802478,0.6112852243562236,0.735414,0.668029,False,False,0.08201240748167038,0.8320629293153113,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank49_amp_drl_mask_policy_full/Melanoma_5K/seed42
screen,rank49_amp_drl_mask_policy_full,Quake_10x_Spleen,42,0.8159547738693468,0.579292913909974,0.6703489768885454,0.6580853105166451,0.85173,0.922275,False,False,0.04978692904114723,0.9813232830820771,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank49_amp_drl_mask_policy_full/Quake_10x_Spleen/seed42
smoke,rank50_cmt_collaborative_mask_target_full,Melanoma_5K,42,0.5599379570130734,0.5466378345538686,0.3909889195021092,0.46012726135745236,0.735414,0.668029,False,False,0.01197613961994648,0.7535342344338577,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_smoke/rank50_cmt_collaborative_mask_target_full/Melanoma_5K/seed42
screen,rank50_cmt_collaborative_mask_target_full,Melanoma_5K,42,0.650565034345225,0.6310636074254085,0.525048483666398,0.4949948606021549,0.735414,0.668029,False,False,0.10051707923412323,0.8173941945490805,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank50_cmt_collaborative_mask_target_full/Melanoma_5K/seed42
screen,rank50_cmt_collaborative_mask_target_full,Quake_10x_Spleen,42,0.9091289782244556,0.6641591099982079,0.7664607619277045,0.6903411665790555,0.85173,0.922275,False,False,0.05392248183488846,0.9755443886097153,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank50_cmt_collaborative_mask_target_full/Quake_10x_Spleen/seed42
smoke,rank51_trajectory_guided_token_selection_full,Melanoma_5K,42,0.48836693995125197,0.46343676451600835,0.3235243959099454,0.4296401591223449,0.735414,0.668029,False,False,0.0057128118351101875,0.690538444493685,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_smoke/rank51_trajectory_guided_token_selection_full/Melanoma_5K/seed42
screen,rank51_trajectory_guided_token_selection_full,Melanoma_5K,42,0.6445823177487259,0.6679903465712893,0.553111034707189,0.5122660893459305,0.735414,0.668029,False,False,0.03484291583299637,0.8662973631730556,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank51_trajectory_guided_token_selection_full/Melanoma_5K/seed42
screen,rank51_trajectory_guided_token_selection_full,Quake_10x_Spleen,42,0.4835636515912898,0.3722548554129303,0.18931606605847942,0.3187210016042941,0.85173,0.922275,False,False,0.6273144483566284,0.9752407872696818,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank51_trajectory_guided_token_selection_full/Quake_10x_Spleen/seed42
smoke,rank52_anatomy_prompt_replaced_token_full,Melanoma_5K,42,0.44272102814092623,0.42466672798718835,0.3276849315214009,0.34880851740962365,0.735414,0.668029,False,False,0.04729447513818741,0.756414801684024,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_smoke/rank52_anatomy_prompt_replaced_token_full/Melanoma_5K/seed42
screen,rank52_anatomy_prompt_replaced_token_full,Melanoma_5K,42,0.6596499002880567,0.644248015395813,0.5450750752111008,0.49665480803786255,0.735414,0.668029,False,False,0.09470245242118835,0.8487923775758919,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank52_anatomy_prompt_replaced_token_full/Melanoma_5K/seed42
screen,rank52_anatomy_prompt_replaced_token_full,Quake_10x_Spleen,42,0.7662269681742043,0.6650569263895487,0.5548108455638674,0.6686230402147412,0.85173,0.922275,False,False,0.12685495615005493,0.9883165829145729,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank52_anatomy_prompt_replaced_token_full/Quake_10x_Spleen/seed42
smoke,rank53_dapmae_domain_adapter_full,Melanoma_5K,42,0.4761799246620873,0.4152837958678435,0.31826082487799684,0.41132615188882166,0.735414,0.668029,False,False,0.7257515788078308,0.6790604919122535,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_smoke/rank53_dapmae_domain_adapter_full/Melanoma_5K/seed42
screen,rank53_dapmae_domain_adapter_full,Melanoma_5K,42,0.588300465322402,0.6004242317140854,0.47412132138967394,0.43859024502475846,0.735414,0.668029,False,False,0.5034067630767822,0.8613782406381565,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank53_dapmae_domain_adapter_full/Melanoma_5K/seed42
screen,rank53_dapmae_domain_adapter_full,Quake_10x_Spleen,42,0.926926298157454,0.7656326904643799,0.8994363947939258,0.6356141027757719,0.85173,0.922275,False,False,0.1371331810951233,0.9862751256281407,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank53_dapmae_domain_adapter_full/Quake_10x_Spleen/seed42
smoke,rank54_conditional_multi_mask_full,Melanoma_5K,42,0.45269222246842455,0.39267481476844457,0.27140492080022005,0.3870500863073611,0.735414,0.668029,False,False,0.005703201051801443,0.6569244405052072,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_smoke/rank54_conditional_multi_mask_full/Melanoma_5K/seed42
screen,rank54_conditional_multi_mask_full,Melanoma_5K,42,0.6851318413472192,0.6856905714473832,0.6032033673538697,0.5165864273761455,0.735414,0.668029,False,False,0.02280225232243538,0.8768446709505872,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank54_conditional_multi_mask_full/Melanoma_5K/seed42
screen,rank54_conditional_multi_mask_full,Quake_10x_Spleen,42,0.6568257956448911,0.6518512597823781,0.4748222449226573,0.6449142747083446,0.85173,0.922275,False,False,0.030122173950076103,0.988714405360134,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank54_conditional_multi_mask_full/Quake_10x_Spleen/seed42
smoke,rank55_multifacet_vae_uncertainty_full,Melanoma_5K,42,0.345889652116109,0.19254756569744566,0.14347427380927325,0.27580947777031795,0.735414,0.668029,False,False,0.07119406759738922,0.5719698648349213,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_smoke/rank55_multifacet_vae_uncertainty_full/Melanoma_5K/seed42
screen,rank55_multifacet_vae_uncertainty_full,Melanoma_5K,42,0.4655439840460891,0.4135625356889978,0.2986724712951175,0.3863122654741211,0.735414,0.668029,False,False,6.197956099640578e-05,0.6942831819189009,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank55_multifacet_vae_uncertainty_full/Melanoma_5K/seed42
screen,rank55_multifacet_vae_uncertainty_full,Quake_10x_Spleen,42,0.838463149078727,0.636717704166282,0.7270279781084297,0.5831964741016752,0.85173,0.922275,False,False,1.2883892850368284e-06,0.9670540201005026,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank55_multifacet_vae_uncertainty_full/Quake_10x_Spleen/seed42
smoke,rank56_scinfovae_mi_zinb_full,Melanoma_5K,42,0.5871925548415688,0.5956764652064527,0.45409805985675544,0.48540108274316446,0.735414,0.668029,False,False,0.013979319483041763,0.781785951695103,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_smoke/rank56_scinfovae_mi_zinb_full/Melanoma_5K/seed42
screen,rank56_scinfovae_mi_zinb_full,Melanoma_5K,42,0.7106137824063815,0.7065962710831684,0.6018595781857183,0.6463818919892583,0.735414,0.668029,False,False,0.06966408342123032,0.8716596499002881,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank56_scinfovae_mi_zinb_full/Melanoma_5K/seed42
screen,rank56_scinfovae_mi_zinb_full,Quake_10x_Spleen,42,0.7568048576214406,0.6568539901626415,0.5478307992313857,0.6450134256301376,0.85173,0.922275,False,False,0.030599679797887802,0.9889342546063652,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank56_scinfovae_mi_zinb_full/Quake_10x_Spleen/seed42
smoke,rank57_scvaeder_latent_diffusion_full,Melanoma_5K,42,0.6100155107467317,0.6059604895918441,0.4801979703408532,0.4865390116904939,0.735414,0.668029,False,False,0.015099144540727139,0.7922667848437847,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_smoke/rank57_scvaeder_latent_diffusion_full/Melanoma_5K/seed42
screen,rank57_scvaeder_latent_diffusion_full,Melanoma_5K,42,0.7106137824063815,0.703923120783785,0.5969345772943462,0.6485538818998535,0.735414,0.668029,False,False,0.04336046427488327,0.8740527365388877,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank57_scvaeder_latent_diffusion_full/Melanoma_5K/seed42
screen,rank57_scvaeder_latent_diffusion_full,Quake_10x_Spleen,42,0.7867462311557789,0.7033830123897673,0.5664237399622112,0.7367291667621195,0.85173,0.922275,False,False,0.022474093362689018,0.9896147403685092,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank57_scvaeder_latent_diffusion_full/Quake_10x_Spleen/seed42
smoke,rank58_fuzzy_rough_core_boundary_full,Melanoma_5K,42,0.661865721249723,0.6639449322081967,0.5686320920380057,0.5178231596674799,0.735414,0.668029,False,False,0.020178010687232018,0.8282295590516286,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_smoke/rank58_fuzzy_rough_core_boundary_full/Melanoma_5K/seed42
screen,rank58_fuzzy_rough_core_boundary_full,Melanoma_5K,42,0.7132727675603812,0.6830366641812988,0.6186373919405713,0.5184417377937853,0.735414,0.668029,False,False,0.3164299726486206,0.8508087746510082,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank58_fuzzy_rough_core_boundary_full/Melanoma_5K/seed42
screen,rank58_fuzzy_rough_core_boundary_full,Quake_10x_Spleen,42,0.5461683417085427,0.5102526136258613,0.3444058688550215,0.46780589130358335,0.85173,0.922275,False,False,0.379097580909729,0.981752512562814,0.0,/home/luolie/biopipeline/dimension-reduction/plantnet/methods/DeepLearning/scMAEs/runs/scMAEs_independent_screen/rank58_fuzzy_rough_core_boundary_full/Quake_10x_Spleen/seed42
