dataset,seed,variant,source_variant,graph_enabled,prob_graph_gain,ari,nmi,acc,q_total
Melanoma_5K,42,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.6991569687550407,0.49222483570110837,0.630622612305064,0.6315089740748947,0.7505869524559667
Melanoma_5K,3047,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.6993813602836718,0.48103676231082865,0.6178074751542626,0.6184356304010636,0.7464863494149473
Melanoma_5K,3407,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.6993240713503643,0.47500670580741206,0.6221065145069817,0.6038112120540661,0.747775041920894
Pollen,42,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.7095118938519024,0.8700415764190499,0.8955787312019604,0.8571428571428571,0.7748868958396794
Pollen,3047,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.7053802242138878,0.7753551137203126,0.8652777043391131,0.7774086378737541,0.759589324492979
Pollen,3407,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.7061084089337434,0.7564323599073581,0.8711736477246441,0.7906976744186046,0.76220838923591
Quake_10x_Spleen,42,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.698535104990576,0.7326574771940283,0.6667404495448577,0.9163525963149078,0.7466938852100853
Quake_10x_Spleen,3047,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.6953607613679762,0.8493635212077368,0.7750838208006982,0.9539363484087102,0.7313700144493637
Quake_10x_Spleen,3407,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.6983199304771216,0.6365126071078092,0.5806326107380767,0.894891122278057,0.7492401445138424
Quake_Smart-seq2_Lung,42,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.7114991611364574,0.6839688183964758,0.7432894297238285,0.6789976133651552,0.7945104608536903
Quake_Smart-seq2_Lung,3047,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.7115860972261215,0.6891986531070012,0.7497453626282528,0.6789976133651552,0.7944221526920506
Quake_Smart-seq2_Lung,3407,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.7118030085347627,0.686812709756784,0.7481178014163763,0.6784009546539379,0.7960698611083203
Shekhar,42,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.7174214124951616,0.7421482399121357,0.653255524626089,0.7799105478941484,0.6218584346082627
Shekhar,3047,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.7168339533420423,0.7283271254194191,0.6510702978087379,0.7545657845695117,0.6195892046865341
Shekhar,3407,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.7174992497202233,0.736139698348741,0.6611252806222571,0.7636228102869922,0.622502909493165
Tosches,42,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.7085944424714354,0.6022994684334384,0.6597373576644254,0.655968709815688,0.7066102632165402
Tosches,3047,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.7097339413109696,0.6008693261792651,0.6609277359396305,0.6553793399057009,0.707641586846846
Tosches,3407,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.7085858669080077,0.535781983189506,0.676911259593729,0.6445563651950279,0.710432277412039
Wang,42,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.7117717257735355,0.9694165426212082,0.9240608670102626,0.9930664985817838,0.6984532276258257
Wang,3047,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.7118107175729037,-0.02328777151779158,0.011539246055237384,0.7616346254858704,0.6984468781109772
Wang,3407,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.7117407436748451,0.966183945674643,0.9175930143850526,0.9923311272192458,0.6982508803328891
Young,42,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.6952247915268908,0.49032787271298484,0.6850848509387736,0.6689533861037819,0.7270139894214507
Young,3047,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.6994966826204595,0.5454235744543454,0.7029781005487384,0.6988566402814423,0.7405882995351125
Young,3407,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.6943483338914417,0.5028722053281717,0.6910013882493993,0.6772207563764292,0.7237944865693422
hrvatin,42,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.754657235611426,0.6448573698147988,0.7623155461311403,0.7942029586044006,0.690844430172675
hrvatin,3047,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.7547163369525184,0.6587359762076286,0.7369786211551951,0.7335184187626901,0.6911999942144988
hrvatin,3407,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.7544652691665813,0.6744176632061714,0.7724222200185582,0.7875523142584843,0.689892648607231
worm_neuron_cell,42,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.709818317103819,0.15526647465850382,0.4534249208286463,0.5076445293836598,0.7947103766478677
worm_neuron_cell,3047,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.7127725761829486,0.20205556350670725,0.5047139144582169,0.5597228858098423,0.792601930473031
worm_neuron_cell,3407,safe_rdg_calibrated_logistic_explore,rdg_always_on,True,0.7082423528693853,0.2108724407998285,0.5162437408941999,0.5661729574773053,0.7863487796814226
